rank,phd_school,phd_country,n,n_dest,score,D,T,R,I,is_prestigious,retention_rate,uplift,intl_rate,self_ret,pct_tenure_track,pct_permanent_research,pct_industry_senior,pct_government,pct_industry_entry,pct_postdoc,pct_further_education,pct_unknown
251,yıldız technical university,tr,15,13,42.11,0.27880545460499073,0.6909545504141261,1.0,0.6,True,0.3333333333333333,-0.05437009239296481,0.13333333333333333,0.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0
252,university of sheffield,gb,33,33,41.97,0.32734963944596074,0.6657247031036683,1.0,0.5272727272727273,True,0.21212121212121213,-0.18561604651940267,0.696969696969697,0.0,27.3,3.0,3.0,0.0,3.0,36.4,12.1,15.2
253,charles university in prague,cz,23,21,41.83,0.33184415540213286,0.6705444014998702,1.0,0.5017319963536918,False,1.0,0.36062048020882204,0.391304347826087,0.0,17.4,13.0,0.0,0.0,0.0,39.1,0.0,30.4
254,technical university of denmark,dk,37,35,41.6,0.3099070350974239,0.6681299870963934,1.0,0.5621621621621622,True,0.2702702702702703,-0.08031304696373648,0.4864864864864865,0.0,10.8,24.3,2.7,0.0,8.1,27.0,8.1,18.9
255,university of nebraska-lincoln,us,17,17,40.5,0.3086463924993293,0.6860380882295789,1.0,0.5058823529411764,True,0.17647058823529413,-0.2292530720672859,0.17647058823529413,0.0,29.4,0.0,5.9,0.0,0.0,29.4,5.9,29.4
256,beijing normal university,cn,41,38,40.48,0.34068960887474803,0.6194001518769575,1.0,0.575609756097561,True,0.2926829268292683,-0.09872418537581906,0.17073170731707318,0.0,19.5,0.0,0.0,0.0,0.0,12.2,12.2,56.1
257,university of delhi,in,35,34,39.74,0.2426362866467391,0.7942438048089894,1.0,0.41714285714285715,True,0.02857142857142857,-0.3389701355918773,0.02857142857142857,0.0,71.4,0.0,0.0,0.0,0.0,5.7,8.6,14.3
258,university of auckland,nz,17,15,39.73,0.3134645704204595,0.675227277418768,1.0,0.5058823529411764,True,0.17647058823529413,-0.268114964509371,0.5882352941176471,0.0,17.6,5.9,5.9,0.0,17.6,23.5,11.8,17.6
259,university of york,gb,18,18,39.61,0.30661106894251,0.6561423490656425,1.0,0.5666666666666667,True,0.2777777777777778,-0.14452741138433567,0.6666666666666666,0.0,16.7,5.6,0.0,0.0,0.0,44.4,5.6,27.8
260,anna university,in,16,16,39.59,0.276265890076852,0.7537058129026227,1.0,0.419690063810392,False,1.0,0.24815902532986656,0.0625,0.0,62.5,0.0,0.0,6.2,0.0,0.0,12.5,18.8
